,Year,Country,Area,Location,Activity,Fatal (Y/N),Injury,Species
74,2017.0,USA,Hawaii,"Davidsons Beach, Kekaha, Kauai",Surfing,N,Lacerations to left hand,Tiger shark
75,2017.0,USA,Hawaii,"Kamaole Beach Park, Maui ",Snorkeling,N,Abrasions,Other
76,2017.0,SOUTH AFRICA,Western Cape Province,Dyer Island,Scuba,,FATAL,Other
77,2017.0,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,N,Lacerations to lower left leg and foot,Other
78,2017.0,AUSTRALIA,Western Australia,Gracetown,Surfing,N,"No injury, board damaged by shark",White shark
79,2017.0,USA,New York,Rockaway,Surfing,,"Lacerations to right ankle, foot & toe",Other
80,2017.0,USA,Florida,Fort Worth,Surfing,N,Laceration to upper arm,Other
81,2017.0,USA,Florida,Palm Beach County,Surfing,N,Minor lacerations to sole of left foot,No Values
82,2017.0,SPAIN,Canary Islands,Gran Canaria ,Surfing,N,Lacerations to right foot,Other
83,2017.0,USA,Florida,"Ponce Inlet, Volusia County",Surfing,N,Lacerations to left foot,No Values
84,2017.0,SOUTH AFRICA,Western Cape Province,Hawston,Scuba,,"FATAL, but death was probably due to drowning",No Values
85,2017.0,SAMOA, Upolu Island,Nofoalii,Fishing,N,Injuries to hands and legs,No Values
86,2017.0,AUSTRALIA,Westerm Australia,Esperance,Fishing,N,"sharks rammed boats, no injury to occupants",White shark
87,2017.0,USA,Florida,"Ponce Inlet, Volusia County",Surfing,N,Lacerations to left foot,Other
88,2017.0,AUSTRALIA,Westerm Australia,Sam's Creek area,Swimming,N,Minor injuries,No Values
89,2017.0,AUSTRALIA,New South Wales,Iluka Beach,Surfing,N,Minor lacerations to right hip,White shark
90,2017.0,SOLOMON ISLANDS,,Owarigi Island,Spearfishing,N,Foot bitten,No Values
91,2017.0,SOUTH AFRICA,Western Cape Province,Dyer Island,Swimming,Y,FATAL,No Values
92,2017.0,JAPAN,Shizuoka Prefecture,Iwata City,Surfing,N,Injury to ankle & feet,No Values
93,2017.0,USA,Florida,"Marathon, Monroe County",Swimming,N,Lacerations to abdomen,Nurse shark
94,2017.0,USA,Texas,"South Padre Island, Cameron County",Swimming,N,Lacerations to foot,No Values
95,2017.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Minor injury to right hand,No Values
96,2017.0,AUSTRALIA,Victoria,Cathedral Rock,Surfing,N,"No injury, board bitten",White shark
97,2017.0,USA,Florida,Bathtub Beach ,Wading,N,Leg injured,No Values
98,2017.0,SPAIN,Castellón,Grao de Moncofa,Swimming,,Lacerations to left foot,Other
99,2017.0,NEW ZEALAND,North Island,Off Tutukaka,Other,N,"No injury, shark bit canoe",No Values
100,2017.0,USA,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",Other,N,Not injured by shark but board bitten,White shark
101,2017.0,BAHAMAS,,,Spearfishing,N,Hand injured,Other
102,2017.0,USA,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,N,Minor cuts to sole & toes of left foot,Blacktip shark
103,2017.0,EGYPT,Red Sea Protectorate,Marsa Ghalib,Snorkeling,N,Bite to right leg/hip,Other
104,2017.0,USA,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,N,Foot bitten by landed shark PROVOKED INCIDENT,Other
105,2017.0,USA,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Kayaking,N,"No injury, bow of kayak bitten",White shark
106,2017.0,USA,Florida,"Jacksonvlle, Duval County",Other,N,Lacerations to lower leg,No Values
107,2017.0,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,,Abrasions and cuts to sole of foot,Other
108,2017.0,USA,South Carolina,"DeBordieu Colony, Georgetown County",Other,N,Bite to left thigh / minor injury,No Values
109,2017.0,BAHAMAS,New Providence District,Rose Island,Snorkeling,N,Foot & ankle injured,No Values
110,2017.0,BAHAMAS,40 miles off Grand Bahama Island,,Spearfishing,N,Severe lacerations to left hand,No Values
111,2017.0,"ST HELENA, British overseas territory",Ascension Island,English Bay,Surfing,N,Torso bitten,No Values
112,2017.0,USA,New Jersey,Ventnor,Other,N,Minor injury to hand,Sandtiger shark
113,2017.0,SPAIN,Majorca,"Estanys Beach, Colonia de Sant",Swimming,N,Abrasion to arm from shark's rough skin,Blue shark
114,2017.0,USA,Florida,"Snipes Point, Monroe County",Other,N,Foot bitten,Other
115,2017.0,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,,Foot injured,Other
116,2017.0,USA,California,"Stearns Wharf, Santa Barbara",Kayaking,N,"No injury, kayak bitten",White shark
117,2017.0,USA,California,"Seal Rock, Goleta Beach, Santa Barbara",Other,N,"No injury, shark bit paddleboard",White shark
118,2017.0,USA,Washington,"South Beach, Westport, Grays Harbor County",Surfing,N,Pulled off board by shark but no injury,White shark
119,2017.0,AUSTRALIA,Western Australia,Floreat Beach,Surfing,N,"Minor injury, grazed by shark",No Values
120,2017.0,USA,California,"Santa Cruz, Santa Cruz County",Kayaking,N,"No injury, kayak bitten",White shark
121,2017.0,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,N,Lower legs bitten,Bull shark
122,2017.0,MEXICO,Tabasco,"Sánchez Magallanes, Cárdenas",Fishing,N,Hand bitten by hooked shark PROVOKED INCIDENT,Tiger shark
123,2017.0,SOUTH AFRICA,Eastern Cape Province,"Nahoon Reef, East London",Surfing,N,"No injury, shark bit surfboard",White shark
124,2017.0,COMOROS,Anjouan,Moya,Fishing,,"Skull found in shark, a probable drowning & scavenging",Other
125,2017.0,USA,South Carolina,Wrightsville Beach,Fishing,,"Arm injured by hook, not by a shark",Other
126,2017.0,USA,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,N,Left foot bitten,No Values
127,2017.0,USA,Florida,"Singer Island, Palm Beach County",Surfing,N,1 to 2-inch laceration behind knee,No Values
128,2017.0,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,N,Leg bitten,Bull shark
129,2017.0,REUNION,,Roches Noire,Boarding,N,"No injury, shark bit surfboard ",Bull shark
130,2017.0,SPAIN,Ibiza Island,Playa den Bossa,Swimming,N,2-inch laceration to hand,No Values
131,2017.0,FRENCH POLYNESIA,Marquesas,"Atuona Bay, Hiva Oa Island",Surfing,N,Injuries to hand and wrist,No Values
132,2017.0,BAHAMAS,,,Other,N,Fingernail pulled off ,No Values
133,2017.0,AUSTRALIA,Western Australia,"Point Casuarina, Bunbury",Boarding,N,"No injury, board bitten",White shark
134,2017.0,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Surfing,N,"No injury, knocked off board",Other
135,2017.0,USA,Florida,"Ponce Inlet, Volusia County",Surfing,N,Laceration to left foot,No Values
136,2017.0,UNITED KINGDOM,South Devon,Bantham Beach,Surfing,N,"Bruise to leg, cuts to hand sustained when he hit the shark",Other
137,2017.0,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,N,Laceration to shin,Other
138,2017.0,BAHAMAS,New Providence ,Athol Island,Snorkeling,N,Right forearm severed ,Tiger shark
139,2017.0,USA,South Carolina,"Awendaw, Charleston County",Other,N,Right hand bitten by hooked shark PROVOKED INCIDENT,Other
140,2017.0,USA,Florida,Off Jupiter,Other,N,Lacerations to right arm,Tiger shark
141,2017.0,AUSTRALIA,New South Wales,Evans Head,Fishing,N,Abrasion to right forearm from pectoral fin of a shark that leapt into his boat,No Values
142,2017.0,UNITED ARAB EMIRATES,"Sharjah, ",Khor Fakkan,Spearfishing,N,Right leg severely bitten,No Values
143,2017.0,AUSTRALIA,Queensland,Weipa,Other,N,Thigh nipped PROVOKED INCIDENT,Other
144,2017.0,MEXICO,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,Y,FATAL,No Values
145,2017.0,USA,California,"Sunset Beach, Orange County",Surfing,,"Laceration to thigh, likely caused by surfboard fin",Other
146,2017.0,USA,California,"San Onofre, San Diego County ",Swimming,N,Major injury to posterior thigh,No Values
147,2017.0,SOUTH AFRICA,Western Cape Province,"Keurbooms, Plettenberg Bay",Surfing,N,Minor injury to right calf,No Values
148,2017.0,USA,South Carolina,"Folly Beach, Charleston County",Surfing,N,Left foot bitten,No Values
149,2017.0,REUNION,Saint-Leu,Pointe au Sal,Boarding,Y,FATAL,No Values
150,2017.0,NEW ZEALAND,South Island,"Porpoise Bay, Catlins",Boarding,N,Puncture wounds & laceration above knee,No Values
151,2017.0,USA,Florida,,Other,,Alleged laceration to left ankle,Other
152,2017.0,"ST HELENA, British overseas territory",Ascension Island,English Bay,Snorkeling,N,Calf & foot bitten,No Values
153,2017.0,USA,South Carolina,Georgetown County,Swimming,,Laceration & puncture wounds to left foot,Other
154,2017.0,USA,Florida,"Daytona Beach, Volusia County",Other,N,Minor bite to the foot,No Values
155,2017.0,AUSTRALIA,Western Australia,Kelpies near Wylie Bay,Surfing,Y,FATAL,White shark
156,2017.0,USA,Hawaii,"Kekaha Beach, Kauai",Surfing,N,Lower right leg severely injured,Tiger shark
157,2017.0,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,N,Lacerations to right foot,No Values
158,2017.0,USA,Florida,St. Augustine,Surfing,N,Lacerations to right foot,No Values
159,2017.0,SOUTH AFRICA,KwaZulu-Natal,Protea Banks,Scuba,,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.",Other
160,2017.0,USA,Florida,"Ormond Beach, Volusia County",Surfing,N,Calf bitten,No Values
161,2017.0,USA,Florida,"Melbourne Beach, Brevard County",Boarding,N,Laceration to calf,No Values
162,2017.0,USA,Florida,"Melbourne Beach, Brevard County",Swimming,N,Minor injury to left hand,No Values
163,2017.0,USA,Florida,"Daytona, Volusia County",Swimming,N,Foot injured,No Values
164,2017.0,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,N,"Thigh nipped, minor injury",No Values
165,2017.0,AUSTRALIA,Queensland,Moreton Bay,Other,N,"No injury, shark bit off stern of kayak",No Values
166,2017.0,USA,Florida,"Destin, Okaloosa County",Swimming,N,Lacerations to thighs,Bull shark
167,2017.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Minor injury to left foot,No Values
168,2017.0,AUSTRALIA,New South Wales,The Farm,Boarding,N,Minor,No Values
169,2017.0,USA,California,Monterey Bay,Kayaking,N,"No injury, kayak bitten",White shark
170,2017.0,PHILIPPINES,Luzon Island,"Villamar, Caoayan",Spearfishing,N,Right thigh injured ,Other
171,2017.0,BAHAMAS,Great Exuma,,Other,N,Abrasions & lacerations to left leg and hand,Lemon shark
172,2017.0,AUSTRALIA,Western Australia,Mauds Point,Snorkeling,N,Hand bitten,Bull shark
173,2017.0,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",Surfing,N,"No injury, shark struck board",No Values
174,2017.0,REUNION,Saint-Andre,,Boarding,Y,Fatal,No Values
175,2017.0,AUSTRALIA,Queensland,Eva Rock,Spearfishing,N,Left leg severely bitten,No Values
176,2017.0,USA,Florida,"Melbourne Beach, Brevard County",Swimming,N,Injury to hand,No Values
177,2017.0,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,Other,N,"Minor injury to finger, PROVOKED INCIDENT",Lemon shark
178,2017.0,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,Kayaking,N,"Shark damaged kayak, no injury to occupant",Tiger shark
179,2017.0,USA,South Carolina,16 miles off Hilton Head,Other,N,"Shark bit boat, no injury to occupants",White shark
180,2017.0,BAHAMAS,Bimini,,Scuba,N,Lacerations to upper right arm,Other
181,2017.0,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,N,Minor laceration to ring finger,No Values
182,2017.0,USA,Florida,"Vero Beach, Indian River County",Other,N,Puncture wounds to lower arm or hand,No Values
183,2017.0,AUSTRALIA,Queensland,"Boot Reef, Torres Strait",Scuba,N,"Multiple injuries to arm, wrist and torso",Bull shark
184,2017.0,AUSTRALIA,Queensland,Clairview,Swimming,N,Injury to hand,No Values
185,2017.0,USA,Florida,Jensen Beach,Other,N,Minor injury to hand,No Values
186,2017.0,INDONESIA,Bali,Balian Beach,Surfing,N,Injury to right wrist & forearm,Bull shark
187,,AUSTRALIA,Queensland,,Spearfishing,,"No attack, shark made a threat display",Bull shark
188,2017.0,USA,Florida,"Blockhouse Beach, Brevard County",Wading,N,Minor injuries to foot,No Values
189,2017.0,AUSTRALIA,New South Wales,Merimbula,Wading,,Minor injuries to foot & toes,Other
190,2016.0,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,N,Lacerations to right forearm,No Values
191,2016.0,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,N,Buttock bitten,Other
192,2016.0,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surfing,N,"No injury, but ski severely damaged",White shark
193,2016.0,AUSTRALIA,Western Australia,Trigg Beach,Diving,N,Punctures to left foot/ankle,No Values
194,2016.0,FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,Fishing,N,Hand injured?,No Values
195,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,,Cuts to right ankle & foot,Other
196,2016.0,AUSTRALIA,New South Wales,Merimbula,Surfing,N,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,Other
197,2016.0,AUSTRALIA,New South Wales,Booti Booti National Park,Surfing,N,Injuries to foot & arm,White shark
198,2016.0,AUSTRALIA,Victoria,Queenscliff,Fishing,N,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,Other
199,2016.0,USA,Hawaii,"Kamaole Beach Park I, Maui",Other,N,Injuries to right calf and thigh,Tiger shark
200,2016.0,USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,N,Lacerations to right foot and ankle,No Values
201,2016.0,USA,Florida,Mayport Naval Station  Duval County,Surfing,N,Lacerations to right hand,No Values
202,2016.0,AUSTRALIA,New South Wales,Broken Head Beach,Surfing,N,Lacerations to left thigh,No Values
203,2016.0,USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,N,Left arm and leg injured,Other
204,2016.0,AUSTRALIA,Queensland,"Kings Beach, Caloundra",Surfing,N,Torso nipped,No Values
205,2016.0,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,N,Injuries to left calf,No Values
206,2016.0,MEXICO,,Guadalupe Island,Diving,,"Shark breached cage, no injury to diver",White shark
207,2016.0,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,N,Minor wound to lower right leg & surfboard bitten,No Values
208,2016.0,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,N,Wounds to upper thigh and lower leg,No Values
209,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Cuts to dorsal surface of left foot,No Values
210,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Minor injuries,No Values
211,2016.0,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Surfing,N,4 deep lacerations to thigh,White shark
212,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Minor injury to thigh,No Values
213,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Lacerations to hands,No Values
214,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Lacerations to lower leg,No Values
215,2016.0,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,N,"No injury, board bitten",No Values
216,2016.0,AUSTRALIA,Victoria,Thirteenth Beach,Surfing,N,Struck by fin on chest & leg,No Values
217,2016.0,AUSTRALIA,Victoria,Bells Beach,Surfing,N,No injury: Knocked off board by shark,Other
218,2016.0,AUSTRALIA,Western Australia,Bunbury,Fishing,N,Shark rammed boat. No injury to occupant,No Values
219,2016.0,USA,Florida,"Ponte Vedra, St. Johns County",Wading,N,Minor injury to arm,Other
220,2016.0,USA,Hawaii,"Makaha, Oahu",Swimming,N,Severe lacerations to shoulder & forearm,Tiger shark
221,2016.0,NEW CALEDONIA,North Province,Koumac,Kite,Y,FATAL,No Values
222,2016.0,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boarding,N,Lacerations & punctures to lower right leg,No Values
223,2016.0,AUSTRALIA,Western Australia,Injidup ,Surfing,N,"No inury, board broken in half by shark",No Values
224,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Boarding,N,Foot bitten,No Values
225,2016.0,USA,California,"Refugio State Beach, Santa Barbara County",Spearfishing,N,Two toes broken & lacerated,White shark
226,2016.0,MEXICO,,Guadalupe Island,Diving,,"No injury to divers, white shark breached cage",Other
227,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Lacerations to right foot,Bull shark
228,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Minor injury to ankle,No Values
229,2016.0,REUNION,,Boucan Canot,Surfing,N,"Right arm severed, ankle severely bitten ",Bull shark
230,2016.0,USA,Florida,"Ponte Vedra, St. Johns County",Wading,N,Minor injury to ankle,No Values
231,2016.0,BAHAMAS,New Providence Island,Nassau,Snorkeling,N,Lacerations to left leg,No Values
232,2016.0,USA,Hawaii,Maui,Boarding,N,"No inury, shark & board collided",Tiger shark
233,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Big toe bitten,Blacktip shark
234,2016.0,SPAIN,Alicante Province,Arenales del Sol,Swimming,N,Lacerations to right hand,Blue shark
235,2016.0,CHINA,Hong Kong,,Swimming,N,Lacerations to leg,No Values
236,2016.0,AUSTRALIA,Western Australia,Near Albany,Kayaking,N,"No injury, shark nudged kayak repeatedly",White shark
237,2016.0,USA,Florida,"Florida Keys, Monroe County",Other,N,Laceration to left forearm PROVOKED INCIDENT,Nurse shark
238,2016.0,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,N,"No injury. Leg rope severed, knocked off board by shark",No Values
239,2016.0,JAPAN,Kochi Prefecture,Irino Beach,Surfing,N,Lacerations to left leg,No Values
240,2016.0,AUSTRALIA,Tasmania,Clifton Beach,Surfing,N,Calf bumped but no injury,No Values
241,2016.0,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,N,Lacerations to face and right leg,Bull shark
242,2016.0,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,N,Laceration to left calf from hooked shark PROVOKED INCIDENT,Other
243,2016.0,USA,Alabama,8 miles off Mobile,Fishing,N,"No injury, shark bit trolling motor",Tiger shark
244,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Minor injury to leg,No Values
245,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Other,N,Minor injury to toes,No Values
246,2016.0,USA,California,"Surfside, Orange County",Kite,N,"No injury, board damaged",White shark
247,2016.0,USA,South Carolina,"North Myrtle Beach, Horry County",Swimming,N,Puncture wounds to foot,No Values
248,2016.0,BAHAMAS,,Tiger Beach,Scuba,N,Face bruised when partly blind shark collided with him,Lemon shark
249,2016.0,SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,N,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",Other
250,2016.0,USA,California,"Capitola, Santa Cruz County",Fishing,N,"No injury. Hull bitten, tooth fragment recovered",White shark
251,2016.0,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,N,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,Other
252,2016.0,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing,N,"No injury. Hull bitten, tooth fragment recovered",White shark
253,2016.0,USA,Florida,"Melbourne Beach, Brevard County",Swimming,N,"Buttocks, thigh, left hand & wrist injured",No Values
254,2016.0,AUSTRALIA,Queensland,Palm Cove ,Fishing,N,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,Nurse shark
255,2016.0,USA,South Carolina,Sullivan's Island,Other,N,Minor injury,Other
256,2016.0,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,N,Foot injured,No Values
257,2016.0,COLUMBIA,Isla Provedencia,,Scuba,N,Severe bite to right hand,Other
258,2016.0,SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,N,Injuries to left leg & right hand,White shark
259,2016.0,USA,South Carolina,"North Myrtle Beach, Horry County",Other,N,Lacerations and punctures to foot,Other
260,2016.0,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,N,Injuries to right calf,No Values
261,2016.0,USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,N,Single puncture wound to arm,Other
262,2016.0,AUSTRALIA,Western Australia,Coral Bay,Spearfishing,N,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,Other
263,2016.0,USA,Texas,"Pirates Beach, Galveston",Other,N,Injury to lower leg,Other
264,2016.0,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,N,Laceration to wrist,Other
265,2016.0,USA,South Carolina,"Folly Beach, Charleston County",Surfing,,"No injury, board damaged",Other
266,2016.0,USA,Florida,"Flagler Beach, Flagler County",Swimming,N,Leg bitten,No Values
267,2016.0,AUSTRALIA,Western Australia,Mindarie,Diving,Y,FATAL,Other
268,2016.0,EGYPT,Suez,Ain Sokhna,Swimming,N,"Leg severely bitten, surgically amputated",Mako shark
269,2016.0,AUSTRALIA,New South Wales,Kingscliff,Spearfishing,,"No injury, but sharks repeatedly hit their fins and guns",Bronze shark
270,2016.0,NEW CALEDONIA,," Côte-Blanche, Nouméa ",Kite,N,Laceration to heel,Other
271,2016.0,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,Y,FATAL,White shark
272,2016.0,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,N,Injuries to arm and shoulder,No Values
273,2016.0,USA,Florida,"Neptune, Duval County",Swimming,N,Injury to posterior right leg,Other
274,2016.0,USA,Florida,"Vero Beach, Indian River County",Swimming,N,Puncture wounds to thigh,No Values
275,2016.0,USA,Florida,"St. Petersburg, Pinellas County",Swimming,N,Lacerations and puncture wounds to foot and ankle,Bull shark
276,2016.0,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,N,"Back, arm & hand injured",No Values
277,2016.0,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,N,Ankle bitten,Blacktip shark
278,2016.0,USA,Florida,"Boca Raton, Palm Beach County",Other,N,Arm grabbed PROVOKED INCIDENT,Nurse shark
279,2016.0,USA,Hawaii,"Wailea Beach, Maui",Other,N,Minor lacerations to right shoulder,No Values
280,2016.0,NEW ZEALAND,North Island,Cormandel,Fishing,N,Foot bitten by landed shark PROVOKED INCIDENT,Mako shark
281,2016.0,INDONESIA,Bali,Balian,Surfing,N,Elbow bitten,Bull shark
282,2016.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Minor injury to left foot,No Values
283,2016.0,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surfing,N,"No injury, surf-ski bitten",White shark
284,2016.0,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,N,Minor puncture wound to foot,Other
285,2016.0,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,Laceration to knee by speared shark PROVOKED INCIDENT,Grey shark
286,2016.0,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,N,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",Grey shark
287,2016.0,USA,Florida,"Off Singer Island, Palm Beach County",Spearfishing,N,Multiple bites to right arm,Bull shark
288,2016.0,NEW CALEDONIA,Grand Terre,Poe Beach,Other,Y,FATAL,Tiger shark
289,2016.0,CAPE VERDE,Boa Vista Island,,Other,,"""Serious""",Other
290,2016.0,USA,Florida,"Florida Keys, Monroe County",Fishing,N,Left hand bitten,Other
291,2016.0,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",Other,,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,No Values
292,2016.0,USA,Hawaii,"Olowalu, Maui",Snorkeling,N,Minor injury to left foot,No Values
293,2016.0,AUSTRALIA,New South Wales,Bombo Beach,Surfing,N,Severe injury to thigh,No Values
294,2016.0,USA,Florida,"Fort Myers Beach, Lee County",Other,,Minor injury to arm. Possibly caused by smalll nurse shark,Other
295,2016.0,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,N,"No injury, board dented",No Values
296,2016.0,BAHAMAS,,,Other,N,Minor injury to chest PROVOKED INCIDENT,Nurse shark
297,2016.0,USA,California,"Bolsa Chica State Park, Orange County",Surfing,,Board reportedly bumped by shark. No injury,Other
298,2016.0,USA,Florida,"Vero Beach, St. Lucie County",Surfing,N,Lacerations to right foot and ankle,No Values
299,2016.0,Fiji,Vanua Levu,,Diving,Y,FATAL,No Values
300,2016.0,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Other,N,Superficial injury to foot,No Values
301,2016.0,AUSTRALIA,South Australia,Wrights Bay,Fishing,N,Puncture wounds to right calf,Bronze shark
302,2016.0,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,N,Minor injury to head,Sandtiger shark
303,2016.0,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Kite,N,Puncture wounds to right thigh,No Values
304,2016.0,NEW CALEDONIA,South Province,Yate,Spearfishing,N,Forearm bitten,No Values
305,2016.0,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",Wading,N,Avulsion injury to lower leg,No Values
306,2016.0,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Other,,Minor injury to wrist from Southern stingray,Other
307,2016.0,AUSTRALIA,Tasmania,Nettley Bay,Surfing,,"No injury, knocked off board",Other
308,2016.0,AUSTRALIA,Queensland,Stradbroke Island,Other,N,Foot nipped,No Values
309,2016.0,AUSTRALIA,New South Wales,Hams Beach,Windsurfing,N,"No injury, shark bit board",No Values
310,2016.0,BRAZIL,Balneário Camboriú,Estaleirinho beach,Swimming,N,Lacerations to scalp,Sandtiger shark
311,2016.0,SOUTH AFRICA,KwaZulu-Natal,,Kayaking,N,"No injury, shark capsized kayak",No Values
312,2016.0,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,N,Lacerations to both hands,Other
313,2016.0,USA,Hawaii,"Hanalei Bay, Kauai, ",Surfing,N,No injury,No Values
314,2016.0,USA,Texas,Off Surfside,Spearfishing,N,"Bruised ribs & tail bone, speargun broken and wetsuit cut",Bull shark
315,2016.0,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,N,"No injury to occupants, shark leapt into boat",Mako shark
316,2016.0,USA,Hawaii,"Wailea Beach, Maui",Boarding,N,No injury,Tiger shark
317,2016.0,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Surfing,N,Laceration to right foot,Other
318,2016.0,AUSTRALIA,Queensland,Heron Island,Wading,N,Laceration to right calf,Blacktip shark
319,2016.0,AUSTRALIA,Queensland,Miall Island,Spearfishing,N,Lacerations to arms & leg,Other
320,2015.0,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Kayaking,N,"No injury, kayak damaged",White shark
321,2015.0,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,N,Lacerations to left forearm,Other
322,2015.0,USA,Hawaii,La'aloa Beach Park,Boarding,N,"No injury, shark bit board",Other
323,2015.0,AUSTRALIA,New South Wales,Bondi Beach,Surfing,N,"No injury, shark leapt on surfboard",Bronze shark
324,2015.0,BRAZIL,Pernambuco,Fernano de Noronha,Scuba,N,Right hand & part of forearm removed,Tiger shark
325,2015.0,ARUBA,,Boat capsized,Other,Y,FATAL,No Values
326,2015.0,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,N,"No injury, shark rammed boat & bit motor",White shark
